epoch,accuracy,loss,val_accuracy,val_loss
0,0.8680208325386047,0.6892321705818176,0.15591666102409363,38.8250617980957
1,0.948479175567627,0.1846691519021988,0.8130833506584167,0.6105956435203552
2,0.9620416760444641,0.1336875706911087,0.8431666493415833,0.6093267202377319
3,0.9745625257492065,0.08718548715114594,0.8962500095367432,0.34019288420677185
4,0.9872708320617676,0.0423559807240963,0.9924166798591614,0.029332786798477173
0,0.7281666398048401,1.8062858581542969,0.9025833606719971,0.4536295235157013
1,0.8803541660308838,0.6539598703384399,0.9228333234786987,0.33964797854423523
2,0.8964791893959045,0.5274593830108643,0.9351666569709778,0.28736060857772827
3,0.9078750014305115,0.4283106327056885,0.9464166760444641,0.2273467481136322
4,0.9214583039283752,0.3355376422405243,0.9470833539962769,0.20922009646892548
0,0.8930416703224182,0.38708198070526123,0.9699166417121887,0.10140581429004669
1,0.9737291932106018,0.09214111417531967,0.9799166917800903,0.06908798962831497
2,0.9834166765213013,0.05542167276144028,0.9836666584014893,0.05885044485330582
3,0.9888333082199097,0.03681449219584465,0.9836666584014893,0.05661872774362564
4,0.9926041960716248,0.025171615183353424,0.9835000038146973,0.058084163814783096
0,0.7783541679382324,1.7249295711517334,0.70291668176651,0.8857064843177795
1,0.909375011920929,0.502273678779602,0.8980833292007446,0.34526094794273376
2,0.9312083125114441,0.40873804688453674,0.7275833487510681,0.8620055913925171
3,0.9622083306312561,0.13433466851711273,0.952833354473114,0.16707275807857513
4,0.9788541793823242,0.07528620958328247,0.9857500195503235,0.04806876555085182
0,0.7622083425521851,2.228760004043579,0.703249990940094,1.220428228378296
1,0.909541666507721,0.4563184380531311,0.4463333189487457,2.361053466796875
2,0.9280624985694885,0.3649335205554962,0.8945000171661377,0.37296655774116516
3,0.9615625143051147,0.1391555219888687,0.9683333039283752,0.11841827630996704
4,0.9770833253860474,0.08001703023910522,0.9860833287239075,0.05071113258600235
0,0.38497915863990784,1.8741556406021118,0.10599999874830246,2.312209367752075
1,0.10327083617448807,2.308180570602417,0.10599999874830246,2.3088204860687256
2,0.10585416853427887,2.306021213531494,0.10599999874830246,2.306220531463623
3,0.10727083683013916,2.304046630859375,0.10599999874830246,2.3039021492004395
4,0.11287499964237213,2.302048921585083,0.10599999874830246,2.3020827770233154
0,0.7507083415985107,0.8752481341362,0.550166666507721,3.104508876800537
1,0.9622083306312561,0.13253812491893768,0.8770833611488342,0.5135388970375061
2,0.9712916612625122,0.10467115044593811,0.8274999856948853,0.6408003568649292
3,0.9741666913032532,0.09221374243497849,0.9356666803359985,0.2652157247066498
4,0.9791666865348816,0.07720889896154404,0.9600833058357239,0.15003520250320435
0,0.2329374998807907,2.2400972843170166,0.10599999874830246,2.311715841293335
1,0.10339583456516266,2.3079676628112793,0.10599999874830246,2.3087735176086426
2,0.10581249743700027,2.306009531021118,0.10599999874830246,2.3062124252319336
3,0.10727083683013916,2.3040435314178467,0.10599999874830246,2.303901433944702
4,0.11287499964237213,2.302048683166504,0.10599999874830246,2.3020830154418945
0,0.848395824432373,0.5493288040161133,0.906000018119812,0.3476848602294922
1,0.9359791874885559,0.23666605353355408,0.9700833559036255,0.10976870357990265
2,0.8454583287239075,0.5030440092086792,0.840583324432373,0.4890004098415375
3,0.9226250052452087,0.26406073570251465,0.5173333287239075,65.50840759277344
4,0.8955416679382324,0.3571327030658722,0.24916666746139526,110.98526763916016
0,0.14535416662693024,4.450127601623535,0.09983333200216293,12391685.0
1,0.10329166799783707,4.706332206726074,0.12483333051204681,8266428448768.0
2,0.13172917068004608,3.4283266067504883,0.13875000178813934,2.2191004753112793
3,0.13762499392032623,4.584163665771484,0.1705833375453949,2.421190023422241
4,0.2071458399295807,2.475726366043091,0.18074999749660492,2.1679434776306152
0,0.8801666498184204,0.5830665230751038
0,0.8801666498184204,0.5830665230751038
1,0.9482166767120361,0.1818486452102661
1,0.9482166767120361,0.1818486452102661
2,0.9642666578292847,0.1278243064880371
2,0.9642666578292847,0.1278243064880371
3,0.9759833216667175,0.08239487558603287
3,0.9759833216667175,0.08239487558603287
4,0.9885166883468628,0.03956611827015877
4,0.9885166883468628,0.03956611827015877
