epoch,accuracy,loss,val_accuracy,val_loss
0,0.036121103912591934,4.56885290145874,0.056280095130205154,4.999913215637207
1,0.06549759954214096,4.16721248626709,0.08366774022579193,4.088644027709961
2,0.09042765945196152,3.9167606830596924,0.1061396449804306,3.860947608947754
3,0.09962030500173569,3.85602068901062,0.11647271364927292,3.805530548095703
4,0.10319244861602783,3.8614768981933594,0.11938202381134033,3.7881689071655273
0,0.010341726243495941,6.576307773590088,0.010132423602044582,1579517.625
1,0.010291766375303268,6.222626686096191,0.011135634034872055,5.882845878601074
2,0.010266786441206932,5.606954574584961,0.008426966145634651,5.474591255187988
3,0.009567346423864365,5.096158027648926,0.010734349489212036,4.9684977531433105
4,0.010266786441206932,4.704899787902832,0.00862760841846466,4.617143154144287
0,0.01184052787721157,5.174509048461914,0.011938202194869518,6.264618396759033
1,0.013963828794658184,5.058255195617676,0.01344301737844944,6.028015613555908
2,0.014663269743323326,4.986903667449951,0.012239165604114532,5.817930221557617
3,0.013888888992369175,4.93768835067749,0.013342696242034435,5.757899761199951
4,0.015087929554283619,4.882673263549805,0.013342696242034435,5.519867420196533
0,0.01099120732396841,36.601341247558594,0.008226323872804642,9.46542739868164
1,0.010016986168920994,15.291755676269531,0.008025682531297207,8.469941139221191
2,0.010916266590356827,6.4673614501953125,0.009229534305632114,5.578278064727783
3,0.009567346423864365,18.720121383666992,0.008527287282049656,40477.7421875
4,0.00966726616024971,38.947105407714844,0.011135634034872055,267684608.0
0,0.015062949620187283,4.91126012802124,0.01785714365541935,5.063594341278076
1,0.01866007223725319,4.659442901611328,0.023274477571249008,4.709488391876221
2,0.02887689881026745,4.515871524810791,0.036215890198946,4.517760753631592
3,0.040467627346515656,4.374507904052734,0.050762441009283066,4.329056262969971
4,0.05230815336108208,4.237508773803711,0.06801765412092209,4.139042377471924
0,0.012989608570933342,4.842088222503662,0.012640449218451977,5.640186309814453
1,0.013439248315989971,4.746334552764893,0.013342696242034435,5.542239665985107
2,0.015237810090184212,4.701604843139648,0.014646870084106922,5.465343952178955
3,0.016936451196670532,4.665785312652588,0.016653290018439293,5.383983135223389
4,0.018360311165452003,4.6336846351623535,0.016151685267686844,5.340616703033447
0,0.01089128665626049,4.913573265075684,0.013142054900527,4.7416510581970215
1,0.011590727604925632,4.70679235458374,0.012239165604114532,8.901848793029785
2,0.010116906836628914,4.763144016265869,0.009229534305632114,4.743348121643066
3,0.010916266590356827,4.7613348960876465,0.009530497714877129,4.682446479797363
4,0.010241806507110596,4.819262504577637,0.009229534305632114,4.698241233825684
0,0.01838529109954834,4.734245300292969,0.023976724594831467,5.010507106781006
1,0.030050959438085556,4.498307704925537,0.03892455995082855,4.731374740600586
2,0.04209132865071297,4.342315196990967,0.055377207696437836,4.476275444030762
3,0.05183353275060654,4.216302871704102,0.07052568346261978,4.260458946228027
4,0.06687150150537491,4.104868412017822,0.08697833120822906,4.1086039543151855
0,0.020258793607354164,5.006221771240234,0.019462279975414276,20.38372230529785
1,0.02872701920568943,4.39287805557251,0.02748796157538891,4.315969467163086
2,0.03969324380159378,4.225951671600342,0.043037720024585724,4.188527584075928
3,0.04941046983003616,4.120709419250488,0.06611155718564987,4.261021614074707
4,0.060426659882068634,4.016717433929443,0.07373595237731934,4.161655902862549
0,0.034147683531045914,5.794105529785156,0.02197030559182167,4.711627960205078
1,0.051159072667360306,5.013274192810059,0.06641252338886261,54.172176361083984
2,0.09792166203260422,4.222592353820801,0.14245586097240448,5.034160137176514
3,0.14258593320846558,3.7778913974761963,0.1740569770336151,5.09635591506958
4,0.18527677655220032,3.4654459953308105,0.22150883078575134,4.524975299835205
0,0.03085031919181347,5.513640403747559,0.0872792974114418,6.05854606628418
1,0.10821343213319778,4.134435653686523,0.15790529549121857,5.5321125984191895
2,0.15797361731529236,3.773089647293091,0.19713081419467926,5.11541748046875
3,0.1962929666042328,3.5241823196411133,0.2296348363161087,3.909278392791748
4,0.22746802866458893,3.3333864212036133,0.2375601977109909,3.6419174671173096
0,0.011315947398543358,6.493215084075928,0.013944623060524464,6.051590442657471
1,0.014238609001040459,5.942563056945801,0.019863562658429146,5.737607479095459
